Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Seniority,labels
46149,36,254,6,71,4,0,27,8.72,0
78687,13,817,185,687,145,55,241,10.02,2
49118,90,620,54,239,99,98,119,10.0,2
37633,49,13,4,20,0,0,1,9.91,1
39767,18,113,61,204,34,26,47,9.07,0
26997,89,7,23,78,133,49,144,9.78,1
33986,43,16,2,18,2,1,5,9.43,0
57091,82,462,0,24,6,0,4,9.73,1
46831,84,22,2,10,6,4,34,9.19,1
83151,80,968,147,842,137,42,210,9.52,2
52531,68,283,112,151,51,72,125,9.63,2
15759,12,1,2,5,6,0,3,8.95,0
43050,10,30,5,24,6,3,8,8.42,0
42997,91,4,0,5,0,1,5,8.69,1
48918,21,52,0,9,0,0,1,8.35,0
60033,28,62,1,57,19,11,48,8.39,0
34043,97,20,2,14,3,0,10,8.81,1
57811,49,545,7,114,37,21,78,9.15,1
78569,14,558,79,622,207,175,95,8.49,2
7500,5,6,5,4,13,4,25,9.64,0
157733,37,39,1,9,2,0,8,9.2,0
23148,83,4,6,8,6,3,10,8.49,1
44267,48,183,5,65,3,5,49,9.47,1
71626,94,546,72,376,94,145,72,9.79,2
60894,61,606,7,155,10,0,54,9.14,1
50200,70,266,6,51,8,6,64,9.37,1
81051,43,1142,29,249,38,29,14,8.24,2
65169,23,1074,0,69,0,0,46,8.59,0
59868,37,771,51,154,54,10,154,9.07,2
65695,50,371,32,189,0,58,6,8.54,1
64857,78,556,14,717,210,0,43,9.73,2
45143,74,202,5,74,11,5,14,8.98,1
74805,14,209,162,209,41,162,37,8.78,2
59060,77,35,40,111,36,40,12,8.6,1
27238,39,37,0,17,0,0,3,9.33,0
47009,89,171,45,73,59,10,90,8.88,1
46094,62,12,2,20,3,2,5,8.19,1
37235,68,20,2,9,4,6,20,8.54,1
81843,13,779,86,537,34,69,138,9.32,2
46692,37,170,6,97,24,12,88,9.2,0
77382,36,491,48,231,112,105,134,8.61,2
37774,28,173,8,107,7,2,176,9.95,0
18393,2,7,10,13,16,0,4,8.39,0
72828,17,1205,0,235,19,14,205,9.5,2
24711,86,10,7,25,6,3,7,8.33,1
45503,54,97,4,44,6,1,18,8.89,1
6560,2,67,11,26,4,3,262,8.68,0
71604,3,345,53,528,98,75,97,8.75,2
27244,84,6,5,17,3,24,46,8.45,1
48752,8,73,57,100,71,15,0,9.68,0
71434,4,711,36,217,172,96,168,8.91,2
90842,57,774,70,118,182,187,93,9.05,2
88097,24,163,0,480,0,126,75,10.0,0
51948,51,82,33,54,71,30,41,8.92,1
71853,29,358,108,413,141,97,32,9.28,2
35876,13,66,2,40,4,3,14,8.33,0
40049,23,13,6,7,0,3,3,8.84,0
39660,36,139,13,78,20,13,36,10.02,0
50127,88,274,0,21,4,6,15,8.22,1
43263,2,262,6,61,0,10,102,9.74,0
62845,3,1099,0,45,0,0,34,9.88,0
18929,15,32,0,8,23,4,18,9.5,0
24367,58,2,4,2,0,11,5,9.41,1
26887,27,6,7,4,3,4,6,9.52,0
62061,12,641,7,84,0,30,38,8.96,0
76542,91,794,73,573,0,29,14,9.38,2
70515,12,420,0,452,182,64,140,8.82,2
18227,21,1,2,7,4,3,11,9.77,0
69139,23,86,12,75,33,15,6,8.55,0
69109,10,823,25,459,124,29,95,9.77,2
69627,35,231,161,215,171,30,53,9.42,2
38136,69,8,15,27,0,20,33,9.32,1
62159,68,182,17,259,77,70,29,8.3,1
80695,85,557,129,984,193,37,18,8.63,2
33316,34,79,1,31,4,4,12,8.87,0
58554,55,368,24,68,38,0,88,9.89,1
17256,10,6,4,14,8,8,22,8.73,0
53034,30,160,15,196,15,11,50,9.22,0
52203,36,488,21,238,56,108,28,10.05,2
59601,14,691,7,69,0,7,23,9.06,0
75154,79,543,10,205,160,143,82,9.95,2
47025,52,254,7,108,20,0,26,8.78,1
37971,97,5,4,10,2,2,7,8.73,1
67267,0,134,11,59,15,2,30,8.26,0
57338,96,143,6,52,11,8,17,8.3,1
50523,89,51,4,24,4,7,1,8.64,1
50611,98,459,0,24,6,0,4,9.87,1
56242,72,689,8,167,11,8,88,9.46,1
48904,1,283,10,38,0,13,27,9.71,0
56243,26,347,0,35,4,3,7,8.63,0
21355,5,5,13,14,0,5,31,8.99,0
57420,22,280,0,18,0,0,24,9.15,0
46390,56,95,14,64,2,9,38,8.28,1
54342,74,84,10,34,11,10,28,9.12,1
20895,24,18,3,17,3,0,4,9.86,0
92344,9,992,24,694,51,19,119,8.59,2
44964,35,19,1,17,2,0,2,9.67,0
53761,7,158,0,76,13,7,71,8.85,0
22682,51,10,14,29,4,2,36,8.87,1
38887,17,25,1,13,0,0,3,8.46,0
41658,30,8,4,12,15,4,29,9.77,0
29791,21,14,0,6,0,0,0,8.26,0
63915,2,622,7,115,30,0,15,9.05,0
39996,85,11,0,3,0,0,1,8.24,1
26759,65,25,3,16,8,5,2,8.52,1
51039,11,100,64,79,65,0,109,9.68,0
60544,92,201,2,43,3,5,35,9.98,1
37716,4,97,1,41,6,2,41,8.32,0
36864,53,204,5,39,17,0,89,10.01,1
44511,39,513,7,133,46,14,14,9.85,0
36947,49,88,3,21,4,1,29,10.03,1
67087,40,329,35,222,130,35,43,8.67,2
57045,40,296,13,104,11,13,17,9.94,0
36957,43,100,2,16,2,1,31,9.95,0
69389,17,422,7,238,69,46,15,9.88,0
43142,84,5,1,7,2,1,4,8.49,1
80589,25,507,93,520,242,40,26,8.57,2
34412,62,52,12,50,4,36,55,9.51,1
57537,83,191,56,139,51,8,100,9.19,1
51315,45,68,28,39,16,30,41,8.48,0
36026,34,20,4,10,6,4,17,8.42,0
24639,3,20,3,16,0,4,1,8.55,0
34578,1,7,0,1,0,0,0,8.35,0
65704,18,279,172,74,38,8,246,8.84,2
54132,81,30,1,8,0,0,3,8.5,1
28164,23,3,18,26,11,8,12,9.29,0
34596,48,14,0,2,0,0,7,9.35,1
43269,61,10,1,7,0,0,1,8.92,1
38741,60,7,10,17,8,6,13,8.38,1
31907,75,33,87,64,175,16,74,9.45,2
31163,54,2,3,10,11,2,10,8.51,1
92533,84,693,21,118,110,147,42,8.66,2
34853,75,9,3,15,2,3,2,8.65,1
70844,16,129,26,67,3,67,2,8.8,0
31086,79,16,2,11,3,0,16,9.29,1
20491,16,5,4,5,4,2,10,9.56,0
42523,96,14,36,11,3,26,35,8.32,1
33402,60,26,2,19,10,5,8,9.08,1
36408,11,9,1,4,3,2,3,8.9,0
21645,75,14,0,23,4,5,19,9.95,1
78427,36,972,19,595,180,26,138,9.81,2
82657,71,966,168,672,246,105,126,8.89,2
51876,88,99,27,102,28,48,6,8.84,1
78041,93,482,35,553,72,160,17,9.67,2
52852,93,714,8,99,11,0,47,9.71,1
70038,54,587,54,348,71,54,130,8.81,2
69401,41,399,27,159,58,8,39,8.4,0
46053,46,56,10,92,19,7,25,9.5,0
77343,28,227,151,573,98,54,31,8.19,2
73892,40,703,102,601,0,58,43,8.76,2
40304,82,37,0,17,0,0,3,8.88,1
32727,38,167,13,180,86,13,70,9.97,0
43300,87,91,3,52,2,1,31,9.84,1
26290,49,15,8,16,11,5,22,9.59,1
93790,16,1302,68,731,89,114,45,8.51,2
38410,65,153,64,123,116,64,14,9.92,2
64866,9,508,5,21,7,5,10,8.56,0
57957,24,290,59,177,77,5,29,8.99,0
16531,43,2,13,6,7,5,11,8.16,0
28072,10,30,0,10,2,0,5,9.11,0
49476,29,386,23,95,54,41,196,9.16,0
50725,45,443,10,75,0,10,48,9.51,0
41145,20,9,0,3,0,0,1,8.52,0
67419,29,846,84,352,91,56,42,9.58,2
23162,82,8,3,9,19,4,22,8.65,1
34380,68,72,7,58,13,1,24,9.29,1
34704,65,29,0,5,0,1,5,9.31,1
94871,99,169,24,553,188,0,144,9.96,2
65148,9,460,35,422,33,12,153,9.75,0
39898,20,69,8,26,12,7,12,9.51,0
59892,26,73,0,13,0,1,0,8.79,0
41020,68,112,1,54,7,7,36,8.8,1
57072,79,944,0,60,0,0,30,8.56,1
19414,32,2,3,12,3,5,7,8.84,0
19107,49,2,4,9,10,5,16,8.99,1
75484,50,378,97,259,197,194,34,10.04,2
70379,84,553,25,142,65,67,8,9.46,1
79419,96,751,127,687,20,15,31,8.15,2
64014,56,406,0,30,0,0,8,8.19,1
76998,85,1449,89,161,69,35,107,9.6,2
49854,63,123,17,171,39,0,30,8.77,1
60585,17,267,42,309,55,42,21,9.15,0
42873,11,209,0,40,3,2,15,9.57,0
87679,62,1259,172,815,97,148,33,9.06,2
57867,48,344,35,178,15,23,17,8.88,0
35765,86,22,3,30,0,5,15,8.68,1
65492,73,247,161,295,210,85,47,8.56,2
32952,36,38,0,12,3,1,1,8.71,0
53374,34,896,10,101,13,10,34,10.0,0
71706,16,931,56,253,91,98,14,9.76,2
68487,48,758,12,385,33,89,89,9.59,2
53253,61,216,9,57,20,9,125,9.51,1
42014,56,244,15,108,4,15,50,10.0,1
54108,74,539,6,91,8,6,97,9.78,1
49667,35,1181,26,120,17,13,39,9.99,2
63206,65,750,8,125,11,8,26,8.41,1
57136,48,306,5,109,21,109,92,9.11,0
46772,88,350,104,189,197,151,57,9.78,2
78931,19,331,197,170,58,152,35,8.81,2
53977,21,620,16,165,0,24,82,9.19,0
73538,92,811,76,428,99,137,107,9.73,2
79529,1,423,42,706,73,197,197,8.31,2
20981,14,2,12,10,6,13,30,9.3,0
51766,74,60,51,87,6,20,51,8.44,1
55759,84,675,0,85,10,7,77,9.72,1
37787,50,40,1,40,4,3,18,8.91,1
27242,2,3,17,26,20,1,39,9.76,0
87188,73,910,111,724,49,74,55,9.21,2
69930,21,252,98,827,219,70,196,9.23,2
37697,82,34,6,21,11,4,8,8.52,1
3502,56,2,1,1,0,0,1,9.35,1
58597,20,490,0,184,10,28,21,9.74,0
82032,54,332,194,377,149,125,57,8.37,2
28087,77,53,8,17,13,0,21,9.68,1
74004,5,784,48,560,42,176,48,8.48,2
19740,65,7,11,3,10,4,20,9.4,1
57036,33,1171,43,219,19,14,47,9.68,2
53083,65,215,7,33,3,0,13,9.26,1
69283,41,674,62,134,0,26,8,8.18,0
46098,86,57,0,27,0,0,36,10.0,1
23331,92,5,36,7,0,10,45,9.95,1
23331,97,104,20,101,24,15,5,9.87,1
9255,91,9,0,7,2,0,4,8.66,1
67786,0,431,82,441,80,20,102,8.69,2
71969,59,1000,0,76,0,0,10,9.84,1
59235,4,448,40,469,80,0,91,9.59,0
31928,5,33,4,24,4,2,5,8.39,0
74881,48,505,72,270,36,27,54,9.44,2
65819,99,267,38,701,149,165,63,9.72,2
51411,81,14,0,3,0,0,1,9.23,1
51983,95,631,0,115,10,7,30,9.96,1
30390,5,10,12,12,25,1,20,8.96,0
30983,50,51,4,50,12,1,49,9.77,1
66033,76,293,35,179,46,59,65,9.57,1
37284,46,11,1,2,2,1,6,9.39,0
57530,68,50,1,27,6,7,1,8.85,1
76800,33,173,26,255,35,71,81,8.44,0
63943,50,423,184,368,13,97,21,9.96,2
37054,89,12,1,6,0,1,5,8.92,1
47175,81,167,2,44,6,2,19,9.8,1
31859,77,3,1,3,8,0,5,9.18,1
27215,50,30,5,22,8,9,28,9.56,1
70179,10,532,88,168,69,44,133,9.07,2
24645,16,5,3,4,4,1,0,9.79,0
79865,12,71,99,278,185,121,38,8.16,2
44322,30,46,0,40,3,0,3,8.17,0
47958,8,268,11,88,15,3,22,9.58,0
63972,93,928,63,254,0,12,12,9.71,1
75315,14,459,15,171,142,23,31,8.34,0
55517,53,483,0,108,0,6,36,9.89,1
75283,26,733,9,180,12,19,66,9.39,0
90638,29,1156,120,915,94,144,96,8.51,2
27161,41,7,4,23,7,0,11,8.8,0
38201,19,233,0,23,0,0,12,9.39,0
45203,4,35,3,67,10,8,24,8.4,0
81574,89,1252,0,465,46,35,0,8.3,2
60482,81,255,43,134,37,14,24,9.56,1
34633,31,8,1,5,0,0,1,8.56,0
78093,53,368,32,639,13,43,10,8.68,1
82460,78,255,47,573,52,32,15,8.71,1
45903,80,33,8,10,2,10,3,8.32,1
81361,18,163,23,424,27,65,76,8.47,0
35860,37,15,0,8,4,2,20,8.25,0
40442,52,45,12,52,25,22,13,9.99,1
61482,39,48,58,68,16,66,43,8.14,0
34968,11,158,6,45,8,2,2,9.35,0
75794,33,754,160,625,63,32,48,8.65,2
74268,83,199,66,315,97,174,41,9.5,2
13724,43,2,7,5,2,15,27,9.96,0
52569,54,85,0,3,0,0,7,8.37,1
48432,3,322,3,50,4,3,42,9.83,0
36108,68,141,8,129,3,11,47,8.84,1
76445,2,739,107,309,140,80,35,9.88,2
36663,40,18,0,6,3,3,5,8.31,0
53843,64,378,0,88,19,4,73,9.14,1
90226,26,1083,108,649,253,151,108,9.89,2
70638,69,1016,12,215,16,12,63,9.21,2
44512,57,23,1,6,0,0,2,8.96,1
27116,78,12,1,21,2,2,3,8.46,1
54072,71,35,0,4,0,0,0,9.06,1
71855,59,548,31,422,0,112,28,9.58,2
51250,28,342,32,230,34,32,40,9.38,0
60432,61,365,3,15,4,3,11,8.44,1
12393,38,5,6,15,11,7,13,9.7,0
64509,19,836,185,575,24,25,77,9.0,2
33955,92,100,2,128,23,7,10,9.02,1
31353,24,10,0,10,3,1,7,8.63,0
55434,21,238,115,215,169,69,76,8.87,2
28359,35,6,0,5,2,1,2,8.81,0
57100,9,158,11,99,15,11,17,8.25,0
52973,92,856,0,76,12,9,199,9.77,1
51717,55,98,1,17,0,1,5,8.99,1
18793,14,4,16,20,0,17,20,9.59,0
50664,64,313,8,104,6,4,126,9.58,1
54414,49,109,18,16,24,26,18,9.56,1
54549,8,216,2,6,0,0,9,8.46,0
47111,35,595,71,153,120,112,41,9.94,2
41003,11,123,133,142,71,44,88,9.42,2
19444,8,16,0,23,3,2,10,8.48,0
36301,53,11,12,35,3,5,12,8.81,1
42731,64,159,2,51,6,2,24,8.82,1
52854,43,105,0,10,0,1,0,8.4,0
22775,40,5,1,8,0,0,1,9.16,0
59821,11,629,0,70,0,0,35,9.35,0
50002,21,443,5,71,21,16,82,9.17,0
69755,23,217,77,373,111,23,93,8.87,2
44078,17,24,1,10,2,0,4,8.16,0
30560,6,9,1,5,4,5,7,9.14,0
35924,56,8,0,14,2,3,7,8.4,1
64140,71,1459,0,61,0,15,215,8.9,2
56386,51,230,48,214,13,32,75,9.81,1
75774,27,340,21,134,258,14,56,8.29,2
39228,1,7,1,6,0,3,3,9.27,0
58494,56,298,7,68,4,0,19,8.68,1
58684,71,479,35,179,28,7,85,8.17,1
57136,18,267,140,599,34,12,127,9.25,2
56551,48,67,4,32,17,2,16,8.28,0
22448,86,3,1,8,23,2,18,8.47,1
82014,48,980,37,265,35,163,31,9.99,2
34213,2,50,4,28,6,3,26,9.94,0
157146,13,1,0,1725,2,1,1,9.3,0
25358,57,19,0,5,0,0,8,9.07,1
35544,77,30,5,23,4,1,4,8.44,1
36634,0,213,9,76,4,3,30,9.22,0
62670,57,539,30,92,80,46,38,8.54,2
50334,24,284,16,160,84,16,134,9.07,0
72066,55,1003,34,536,134,51,34,8.15,2
50729,62,239,13,143,45,4,52,9.29,1
34916,89,51,23,82,33,0,42,9.26,1
64892,77,527,24,230,32,24,65,8.22,1
43602,45,19,5,12,10,3,19,8.6,0
41473,80,21,8,20,15,3,9,9.16,1
63246,60,593,30,91,29,22,7,8.99,1
36732,71,21,5,3,10,1,7,8.63,1
37929,49,202,2,46,3,2,10,9.05,1
86610,66,446,107,768,33,196,53,8.95,2
80141,20,1184,102,673,52,40,40,9.6,2
69016,61,726,53,363,123,107,161,9.73,2
20193,18,8,8,22,24,11,9,9.72,0
27573,45,50,15,110,39,15,15,9.4,0
15862,26,1,1,4,11,9,10,9.14,0
49544,0,308,0,73,0,0,23,9.51,0
33228,28,22,2,31,7,4,5,8.56,0
70440,49,690,117,499,76,102,88,8.86,2
38232,84,43,5,28,7,6,33,8.58,1
22554,38,27,0,10,0,0,4,9.79,0
23536,53,6,0,3,0,0,1,8.2,1
49413,88,205,7,41,3,2,46,8.81,1
42231,99,24,0,8,0,1,4,8.4,1
78789,12,667,50,850,21,83,83,10.02,2
56534,35,691,7,61,10,0,46,9.07,0
58350,5,493,26,206,116,80,80,9.62,2
49090,45,494,5,82,7,0,100,9.08,0
61787,71,621,73,414,78,48,85,9.12,2
18169,40,9,0,5,0,0,7,9.49,0
24336,82,1,6,2,8,2,12,9.97,1
18222,70,12,4,19,12,6,14,9.63,1
62335,87,243,131,217,85,6,26,9.24,2
42033,95,11,1,4,2,0,7,9.91,1
86580,72,532,21,127,26,20,20,9.47,1
41437,5,29,0,2,0,0,1,9.9,0
73705,86,612,91,520,258,107,107,8.45,2
61064,80,387,126,342,0,45,180,9.96,2
18358,49,6,8,19,16,4,4,8.74,1
55012,85,582,0,65,0,0,13,8.41,1
9722,7,6,17,16,6,16,42,9.87,0
38175,6,70,6,69,2,3,3,8.9,0
58656,25,962,12,194,16,24,12,9.91,2
52117,55,112,10,107,30,0,20,10.0,1
64813,81,293,0,124,179,97,52,8.62,2
54222,98,199,12,31,3,12,7,8.46,1
83512,31,1060,61,835,80,20,101,8.17,2
77520,30,940,44,396,0,88,58,8.97,2
41154,98,44,2,11,2,3,7,9.36,1
80398,92,342,51,936,207,35,26,9.77,2
18746,41,2,10,11,12,9,20,8.22,0
35196,68,75,12,141,43,39,187,9.76,1
60230,78,520,20,367,39,81,40,9.24,1
22108,46,5,3,9,6,2,6,8.28,0
44392,71,87,5,71,7,12,29,8.95,1
55424,6,462,61,184,10,53,107,9.73,0
17688,82,2,2,1,3,1,2,9.59,1
92491,71,979,44,935,29,25,22,9.3,2
90273,32,704,129,853,120,74,111,8.67,2
82571,28,861,31,558,62,95,79,8.38,2
38513,20,172,3,115,16,0,18,8.55,0
16653,10,5,7,31,15,4,7,8.33,0
42586,7,194,2,56,0,0,0,9.8,0
23529,67,9,7,13,3,2,20,9.61,1
71107,61,533,10,217,198,174,195,9.5,2
46910,36,48,0,14,0,0,6,8.4,0
37244,90,18,2,10,0,0,25,9.31,1
82427,35,482,147,509,104,107,107,8.43,2
75342,38,204,97,97,21,118,26,9.28,2
70044,46,1073,0,250,153,14,14,9.49,2
77437,70,560,21,442,29,44,29,8.72,1
54984,51,173,13,131,32,3,6,8.23,1
42403,18,22,1,11,0,5,3,8.68,0
55761,97,136,1,12,0,3,32,8.32,1
37292,32,275,0,86,10,23,66,9.33,0
45576,9,56,19,29,2,14,25,8.22,0
70321,6,303,23,751,82,26,191,9.58,2
58086,80,708,7,62,0,0,15,9.57,1
81795,74,324,132,693,27,118,88,9.81,2
28389,49,1,5,3,7,4,8,9.74,1
69901,95,312,21,206,102,92,149,9.22,2
80360,56,1493,86,454,112,43,43,9.46,2
63342,48,918,21,118,13,10,21,9.84,2
31859,3,3,4,7,15,8,11,8.47,0
51569,39,380,0,47,6,0,34,9.51,0
16014,42,3,9,4,7,8,7,9.42,0
41120,80,24,2,23,0,8,24,8.78,1
39763,9,80,1,60,4,6,16,9.04,0
38725,52,31,0,6,2,1,5,8.27,1
77981,78,138,120,204,16,126,60,9.23,2
62905,68,166,75,96,119,107,59,8.93,2
13533,45,12,3,8,8,0,17,9.44,0
59481,47,178,3,85,71,66,58,8.82,0
72117,34,707,20,171,65,60,50,8.99,2
21955,81,5,1,7,17,14,11,8.94,1
67131,72,465,71,250,93,35,62,9.39,2
36802,23,16,1,2,0,0,1,8.17,0
47808,30,123,1,26,2,0,72,8.82,0
25509,15,40,3,30,10,7,11,9.91,0
85431,54,376,53,462,168,53,53,9.19,2
42664,44,21,0,3,0,0,0,8.42,0
28973,59,206,0,46,3,2,12,9.84,1
39435,16,71,0,18,0,0,13,9.03,0
65370,1,71,22,112,138,89,29,9.04,0
20194,64,0,4,7,11,10,15,9.67,1
42473,72,93,1,21,0,4,25,8.5,1
64590,98,920,138,168,36,46,30,9.84,2
71232,91,653,17,170,34,26,17,8.72,1
34600,8,199,33,60,8,3,15,9.62,0
46904,20,153,4,56,0,9,31,9.79,0
49094,6,376,0,38,11,8,69,9.9,0
36075,54,46,0,30,12,1,30,8.69,1
60839,72,600,21,128,223,150,128,9.97,2
82122,89,734,22,350,151,25,100,9.01,2
34074,69,135,1,41,10,1,67,9.1,1
28520,55,11,0,10,0,2,20,9.18,1
62535,13,163,48,90,0,45,52,8.87,0
36273,80,29,3,30,3,2,9,8.34,1
63404,97,734,26,70,11,44,17,8.2,1
78416,99,453,38,279,188,38,183,8.14,2
75702,87,1073,0,629,145,37,37,9.84,2
59385,85,135,0,10,0,4,36,9.3,1
44689,82,18,0,5,0,0,11,8.6,1
7144,92,81,4,33,5,2,291,8.69,1
90369,2,292,51,981,224,23,17,8.3,2
63159,74,965,34,586,89,86,37,9.78,2
46757,71,777,30,163,0,51,122,9.75,2
79734,72,572,8,232,23,62,17,8.14,1
63207,68,438,169,565,91,169,70,9.57,2
72071,4,531,69,300,150,138,150,9.5,2
21840,80,17,0,9,0,0,1,9.07,1
58582,15,402,35,106,101,77,42,8.88,0
72282,70,503,27,419,90,139,153,9.08,2
50387,91,369,9,87,12,14,34,8.96,1
32583,10,5,0,3,0,0,1,8.17,0
62568,99,362,17,398,80,35,61,8.36,1
44635,25,56,0,9,0,0,3,8.85,0
63967,57,387,84,141,73,35,162,9.02,2
52513,84,367,17,241,104,188,232,9.95,2
25293,51,15,0,11,0,2,9,8.92,1
54111,97,267,6,54,8,3,50,8.98,1
78394,13,298,27,697,216,24,166,9.5,2
80739,92,674,92,736,39,0,92,9.24,2
22669,30,16,14,36,37,22,48,9.24,0
29236,30,37,4,24,16,9,9,8.86,0
44911,11,159,0,22,2,1,31,9.42,0
54693,72,686,17,142,23,26,35,9.5,1
48186,39,97,3,66,12,7,34,8.41,0
54809,0,63,6,57,13,13,22,8.93,0
41580,15,56,5,24,4,0,3,9.68,0
80336,12,209,19,456,160,142,66,8.94,2
47743,56,198,2,43,0,12,20,9.41,1
62972,39,313,15,47,20,0,192,10.04,0
57333,55,941,14,397,76,58,176,9.9,2
32313,60,86,4,56,2,4,7,9.51,1
84953,73,167,48,602,63,72,72,9.21,2
27071,90,8,3,19,0,2,3,8.32,1
68148,86,389,66,408,37,57,85,8.96,2
65735,37,239,7,119,4,15,11,8.69,0
86836,7,179,21,273,0,21,63,9.93,0
4023,29,5,0,1,1,1,1,8.15,0
30093,19,2,6,28,13,4,16,9.11,0
57705,14,383,0,53,6,4,40,8.6,0
25008,72,2,8,8,6,1,9,8.54,1
83257,56,536,27,590,38,107,67,9.91,2
22280,85,2,1,4,3,1,2,9.25,1
72159,62,322,53,899,34,40,53,9.8,2
64260,1,539,169,816,20,0,30,9.6,2
82733,28,712,50,420,65,38,38,8.93,2
74290,70,1121,0,72,0,12,12,9.01,1
58217,84,68,1,13,3,5,13,9.75,1
21024,89,36,4,18,6,2,18,9.12,1
70116,73,707,44,603,95,58,29,9.56,2
54006,42,174,77,203,6,24,97,9.91,2
69063,16,666,35,124,69,8,26,9.78,2
11448,16,0,0,0,6,2,6,8.67,0
70886,65,407,70,239,103,88,53,8.84,2
60208,13,488,23,71,15,0,59,9.86,0
32889,78,28,0,13,4,2,8,8.95,1
34738,51,3,2,10,3,0,2,8.27,1
30538,27,284,0,52,8,3,20,9.88,0
82326,30,938,142,754,159,81,183,8.44,2
26642,71,13,2,15,2,2,8,8.46,1
69932,97,412,172,153,150,105,57,9.18,2
44503,83,31,1,8,0,0,8,8.34,1
60200,3,502,19,132,0,6,26,9.62,0
49638,71,18,10,3,3,5,0,8.33,1
23830,3,1,8,6,4,8,16,8.52,0
33051,15,100,71,243,108,94,219,10.0,2
72905,52,407,114,445,181,165,203,8.57,2
69702,8,664,9,240,50,19,57,9.49,0
70300,89,1045,61,338,60,46,46,9.09,2
70643,66,1218,107,304,23,143,33,9.84,2
30396,22,15,0,6,0,1,12,8.3,0
50616,56,128,0,16,0,1,4,8.33,1
62772,74,581,49,157,43,8,108,9.25,2
30298,48,6,3,12,6,1,0,8.25,0
52413,67,185,8,133,56,56,12,9.79,1
44155,24,22,1,9,0,0,14,8.58,0
86979,67,584,100,835,65,83,35,8.78,2
76532,38,355,30,177,90,138,30,8.94,2
42081,86,175,10,110,54,6,27,9.47,1
88420,87,957,153,612,99,95,153,8.29,2
31158,62,25,6,16,20,0,5,9.55,1
61671,23,641,7,56,0,0,28,8.21,0
69719,99,273,86,208,177,14,43,8.23,2
49160,29,122,21,43,25,10,15,8.82,0
90933,90,1020,31,430,62,63,79,8.38,2
113734,9,6,2,3,1,262,3,8.22,0
22148,16,15,5,14,0,4,11,8.35,0
73395,94,272,7,80,20,7,11,8.42,1
29819,77,9,1,24,2,1,2,8.81,1
45688,20,279,0,18,0,0,9,8.56,0
60491,81,637,47,237,12,19,76,8.95,1
33235,71,45,0,16,2,1,6,8.53,1
35701,36,21,1,9,7,3,5,9.41,0
31535,95,15,4,13,0,0,19,8.89,1
92556,32,493,183,352,184,23,28,8.33,2
67384,32,957,40,175,158,53,107,9.77,2
77870,93,1017,50,500,65,50,133,9.99,2
52278,24,953,0,71,0,0,174,9.56,0
57107,44,159,0,120,0,0,137,9.98,0
36038,82,23,0,15,0,2,7,9.21,1
34230,72,15,0,4,0,0,2,9.64,1
31878,7,23,4,5,10,5,23,8.15,0
70932,57,200,193,100,46,185,185,8.58,2
91249,84,1324,27,119,71,108,27,9.82,2
77598,53,1193,33,281,129,66,33,8.88,2
80982,48,505,137,401,104,22,22,9.61,2
22701,2,2,4,9,0,4,5,8.95,0
70617,45,353,61,753,40,46,27,9.15,2
64849,42,652,48,350,94,84,108,9.76,2
62694,29,379,6,157,25,91,91,9.17,0
61917,83,46,4,36,2,2,1,8.74,1
67472,93,162,31,127,8,17,69,8.88,1
21059,40,8,3,19,3,3,8,8.61,0
29543,47,17,3,18,3,4,18,8.38,0
75903,50,340,108,185,130,38,100,9.36,2
34984,40,8,4,15,3,5,3,9.95,0
54998,3,154,22,202,39,30,8,9.44,0
54356,62,710,15,30,20,0,0,9.74,1
34242,25,8,2,4,0,0,1,8.4,0
25410,48,2,2,4,13,13,4,8.96,0
73356,56,1050,14,322,0,14,112,8.53,2
28320,68,19,1,14,3,2,4,9.59,1
23763,64,22,0,6,6,2,6,10.03,1
72570,67,274,83,216,151,141,224,8.31,2
34529,94,68,6,38,3,6,41,9.92,1
70792,82,344,45,654,104,11,114,9.53,2
63211,3,145,193,459,205,26,145,9.79,2
83891,24,217,38,350,111,85,15,8.16,0
36065,54,18,7,34,10,2,3,9.38,1
51141,96,144,0,7,0,0,6,9.11,1
56939,19,256,34,103,90,29,49,8.91,0
80872,60,483,72,567,94,12,108,8.27,2
72335,2,1285,105,653,28,21,0,10.01,2
61798,13,338,4,89,11,8,13,8.73,0
76842,37,605,10,345,84,54,32,8.29,2
29478,59,8,0,7,3,1,1,8.58,1
46998,55,172,41,86,45,6,27,9.82,1
96843,60,448,71,951,40,17,17,9.32,2
70053,38,512,53,98,81,179,89,9.12,2
71670,8,1462,16,128,0,0,160,9.11,2
44359,19,20,0,14,7,3,1,8.17,0
40887,32,50,4,44,10,10,43,9.28,0
48877,27,102,1,15,2,0,24,8.61,0
74485,58,499,149,815,173,49,49,8.98,2
64474,59,381,35,172,56,86,93,8.82,2
77226,29,631,43,239,128,76,21,8.47,2
72643,60,526,80,553,123,94,53,9.47,2
85738,41,913,26,376,17,26,13,8.56,2
55686,27,673,0,199,37,47,26,9.5,0
39062,28,23,0,9,0,0,12,8.4,0
40794,18,261,23,73,4,23,50,9.36,0
4428,0,16,4,12,2,4,321,8.87,0
32632,32,63,151,137,153,19,53,10.04,2
38236,2,58,0,18,2,0,10,8.91,0
36781,16,29,1,17,0,3,13,8.35,0
31385,56,3,2,12,0,1,9,9.7,1
24570,97,28,34,62,11,14,44,9.47,1
